isomorphism,իզոմորֆիզմ,,,,,,,,
isosceles,հավասարասրուն,,,,,,,,
iterated limit,հաջորդական սահման,,,,,,,,
iterative method,"իտերատիվ մեթոդ, երբեմն նաև՝ կրկնատեղադրման մեթոդ",,,,,,,,
Itô integral,Իտոյի ինտեգրալ,,,,,,,,
Jacobian,յակոբիան,,,,,,,,
joint distribution,համատեղ բաշխում,,,,,,,,
Jordan canonical form,"ժորդանյան նորմալ տեսք, ժորդանյան կանոնական տեսք",,,,,,,,
Jordan curve,ժորդանյան կոր,,,,,,,,
Jordan decomposition,Ժորդանի վերլուծություն,,,,,,,,
jump,թռիչք,,,,,,,,
kernel,"1․ միջուկ (արտապատկերման զրոների դեպքում), 2․ կորիզ (ինտեգրալ օպերատորի դեպքում)",,,,,,,,
Klein bottle,Քլայնի շիշ,,,,,,,,
Kuratowski closure operator,Կուրատովսկու փակման գործողություն,,,,,,,,
L'Hôpital's rule,Լոպիտալի կանոն,,,,,,,,
Lagrange multipliers,Լագրանժի բազմապատկիչներ,,,,,,,,
Laplace transform,Լապլասի ձևափոխություն,,,,,,,,
Laplace-Beltrami operator,Լապլաս-Բելտրամիի օպերատոր,,,,,,,,
lattice,"1․ ցանց (տարածության քանորդ, ինչպես $\mathbb{Z}^n$-ը), 2․ կավար (մասնակի կարգի տեսակ)",,,,,,,,
Laurent series,Լորանի շարք,,,,,,,,
law of large numbers,մեծ թվերի օրենք,,,,,,,,
leading coefficient,ավագ անդամ,,,,,,,,
least common multiple,ամենափոքր ընդհանուր բազմապատիկ,,,,,,,,
least squares method,փոքրագույն քառակուսիների մեթոդ,,,,,,,,
Lebesgue integral,Լեբեգի ինտեգրալ,,,,,,,,
Lebesgue measure,Լեբեգի չափ,,,,,,,,
Lebesgue space,Լեբեգի տարածություն,,,,,,,,
left-continuous,ձախից անընդհատ,,,,,,,,
leg,"1․ սրունք (հավասարասրուն եռանկյան մեջ), 2․ էջ (ուղղանկյուն եռանկյան մեջ)",,,,,,,,
level curve,մակարդակի գիծ,,,,,,,,
Levi-Civita connection,Լևի-Չիվիտայի կապակցություն,,,,,,,,
Lévy process,Լևիի պրոցես,,,,,,,,
Lie algebra,Լիի հանրահաշիվ,,,,,,,,
likelihood,ճշմարտանմանություն,,,,,,,,
limit,սահման,,,,,,,,
limit inferior,ստորին սահման,,,,,,,,
limit point,սահմանային կետ,,,,,,,,
limit superior,վերին սահման,,,,,,,,
line,ուղիղ,,,,,,,,
line segment,հատված,,,,,,,,
linear algebra,գծային հանրահաշիվ,,,,,,,,
linear combination,գծային զուգակցություն/կոմբինացիա,,,,,,,,
linear dependence,գծային կախվածություն,,,,,,,,
linear form,գծային ձև,,,,,,,,
linear fractional transformation,կոտորակագծային ձևափոխություն,,,,,,,,
linear independence,գծային անկախություն,,,,,,,,
linear map,գծային արտապատկերում,,,,,,,,
linear operator,գծային օպերատոր,,,,,,,,
linear programming,գծային ծրագրավորում,,,,,,,,
linear regression,գծային ռեգրեսիա,,,,,,,,
linear transformation,գծային ձևափոխություն,,,,,,,,
linearization,գծայնացում,,,,,,,,
linearly dependent,գծորեն կախված/կախյալ,,,,,,,,
linearly independent,գծորեն անկախ,,,,,,,,
Lipschitz continuous,"Լիպշիցի պայմանին բավարարող, Լիպշիցի դասին պատկանող, Լիպշից-անընդհատ",,,,,,,,
Littlewood-Paley theory,Լիթլվուդ-Փեյլիի տեսություն,,,,,,,,
local extremum,լոկալ էքստրեմում,,,,,,,,
localization,"լոկալիզացիա, տեղայնացում",,,,,,,,
locally compact,լոկալ կոմպակտ,,,,,,,,
locus,[կետերի] երկրաչափական տեղ,,,,,,,,
loop ,"1․ մերակ, փակ ուղի (տոպոլոգիական տարածությունում), 2․ ցիկլ (ալգորիթմում)",,,,,,,,
loss function,կորստի ֆունկցիա,,,,,,,,
lower bound,ստորին եզր,,,,,,,,
lower semicontinuous,ներքևից կիսաանընդհատ,,,,,,,,
lower triangular matrix,ստորին եռանկյունաձև մատրից,,,,,,,,
LU decomposition,LU վերլուծություն,,,,,,,,
Maclaurin series,Մակլորենի շարք,,,,,,,,
manifold,բազմաձևություն,,,,,,,,
manifold with boundary,եզրով բազմաձևություն,,,,,,,,
manifold without boundary,անեզր բազմաձևություն,,,,,,,,
Markov chain,մարկովյան շղթա,,,,,,,,
Markov inequality,Մարկովի անհավասարություն,,,,,,,,
martingale,մարտինգալ,,,,,,,,
mathematical logic,մաթեմատիկական տրամաբանություն,,,,,,,,
matrix,մատրից,,,,,,,,
matrix exponential,մատրիցի էքսպոնենտ,,,,,,,,
matrix group,մատրիցային խումբ,,,,,,,,
maximal element,մաքսիմալ տարր,,,,,,,,
maximal operator,մաքսիմալ օպերատոր,,,,,,,,
maximum likelihood,ճշմարտանմանության մաքսիմում,,,,,,,,
maximum principle,մաքսիմումի սկզբունք,,,,,,,,
meager set,"չնչին բազմություն, 1-ին կատեգորիայի բազմություն",,,,,,,,
mean curvature,միջին կորություն,,,,,,,,
mean squared error (MSE),միջին քառակուսային սխալանք,,,,,,,,
mean value theorem,[Լագրանժի] վերջավոր աճերի բանաձև,,,,,,,,
measurable function,չափելի ֆունկցիա,,,,,,,,
measurable set,չափելի բազմություն,,,,,,,,
measurable space,չափելի տարածություն,,,,,,,,
measure,չափ,,,,,,,,
measure preserving,չափը պահպանող,,,,,,,,
measure space,չափով [օժտված] տարածություն,,,,,,,,
measure theory,չափի տեսություն,,,,,,,,
median,"1․ միջնագիծ (երկրաչափություն), 2․ մեդիան (վիճակագրություն)",,,,,,,,
memoryless,"հիշողություն չունեցող, առանց հիշողության",,,,,,,,
meromorphic function,մերոմորֆ ֆունկցիա,,,,,,,,
metric,մետրիկա,,,,,,,,
metric space,մետրիկական տարածություն,,,,,,,,
midpoint ,միջնակետ,,,,,,,,
minimal polynomial,մինիմալ բազմանդամ,,,,,,,,
minimal surface,մինիմալ մակերևույթ,,,,,,,,
minor,մինոր,,,,,,,,
mixed boundary condition ,խառը եզրային պայման,,,,,,,,
mixed derivative,խառը ածանցյալ,,,,,,,,
Möbius inversion formula,Մյոբիուսի շրջման բանաձև,,,,,,,,
Möbius strip,Մյոբիուսի թերթ,,,,,,,,
Möbius transformation,Մյոբիուսի ձևափոխություն,,,,,,,,
model,մոդել,,,,,,,,
module,մոդուլ,,,,,,,,
modulus,"մոդուլ, բացարձակ արժեք",,,,,,,,
modulus of continuity,անընդհատության մոդուլ,,,,,,,,
moment,մոմենտ,,,,,,,,
monomial,միանդամ,,,,,,,,
monotone convergence theorem,"Բ․ Լևիի թեորեմ, մոնոտոն զուգամիտության թեորեմ",,,,,,,,
monotone function,մոնոտոն ֆունկցիա,,,,,,,,
morphism,մորֆիզմ,,,,,,,,
multiindex,մուլտիինդեքս,,,,,,,,
multilinear map,բազմագծային արտապատկերում,,,,,,,,
multiple integral,բազմակի ինտեգրալ,,,,,,,,
multiple root,պատիկ արմատ,,,,,,,,
multiplicative,"մուլտիպլիկատիվ, երբեմն նաև՝ արտադրյալային",,,,,,,,
multiplicative group,արտադրյալային խումբ,,,,,,,,
multiplicity,պատիկություն,,,,,,,,
multiply connected,բազմակապ,,,,,,,,
multiset,մուլտիբազմություն,,,,,,,,
multivalued,բազմարժեք,,,,,,,,
multivariable calculus,շատ/մի քանի փոփոխականի հաշիվ,,,,,,,,
mutual information,փոխադարձ ինֆորմացիա,,,,,,,,
mutually exclusive,"անհամատեղելի, միմյանց բացառող",,,,,,,,
natural isomorphism,բնական իզոմորֆիզմ,,,,,,,,
natural number,բնական թիվ,,,,,,,,
natural parametrization,բնական պարամետրացում,,,,,,,,
natural transformation,բնական ձևափոխություն,,,,,,,,
Navier-Stokes equations,Նավյե-Ստոքսի հավասարումներ,,,,,,,,
necessary and sufficient condition,անհրաժեշտ և բավարար պայման,,,,,,,,
negation,ժխտում,,,,,,,,
negative definite,բացասական որոշյալ,,,,,,,,
negative semidefinite,բացասական կիսաորոշյալ,,,,,,,,
neighborhood base,շրջակայքերի բազա,,,,,,,,
nested intervals,ներդրված հատվածներ,,,,,,,,
Neumann boundary condition,Նեյմանի եզրային պայման,,,,,,,,
neutral element,չեզոք տարր/էլեմենտ,,,,,,,,
nilpotent,նիլպոտենտ,,,,,,,,
node,հանգույց,,,,,,,,
Noetherian ring,նյոթերյան օղակ,,,,,,,,
non-decreasing,չնվազող,,,,,,,,
non-degenerate,չվերասերված,,,,,,,,
non-empty,ոչ դատարկ,,,,,,,,
non-increasing,չաճող,,,,,,,,
non-linear,ոչ գծային,,,,,,,,
non-zero,"ոչ զրոյական, զրոյից տարբեր",,,,,,,,
norm,նորմ,,,,,,,,
normal distribution,նորմալ բաշխում,,,,,,,,
normal subgroup,նորմալ ենթախումբ,,,,,,,,
normalizer,նորմալիզատոր,,,,,,,,
normed space,նորմավորված տարածություն,,,,,,,,
nowhere dense,ամենուրեք նոսր,,,,,,,,
null hypothesis,զրոյական վարկած,,,,,,,,
null set,զրո չափի բազմություն,,,,,,,,
null space,"միջուկ, զրոյական տարածություն",,,,,,,,
nullity,դեֆեկտ,,,,,,,,
number theory,թվերի տեսություն,,,,,,,,
numerator,համարիչ,,,,,,,,
numerical differentiation,թվային ածանցում,,,,,,,,
numerical integration,թվային ինտեգրում,,,,,,,,
object,օբյեկտ,,,,,,,,
oblique asymptote,թեք ասիմպտոտ,,,,,,,,
octonion,օկտոնիոն,,,,,,,,
odd,կենտ,,,,,,,,
one-sheeted,"1․ միաթերթ (ծածկոց), 2․ միախոռոչ (հիպերբոլոիդ)",,,,,,,,
one-sided limit,միակողմանի սահման,,,,,,,,
open cover,բաց ծածկույթ,,,,,,,,
open interval,բաց միջակայք,,,,,,,,
open map,բաց արտապատկերում,,,,,,,,
open mapping theorem,բաց արտապատկերման [մասին] թեորեմ,,,,,,,,
open set,բաց բազմություն,,,,,,,,
operator norm,օպերատորային նորմ,,,,,,,,
opposite vector,հակադիր վեկտոր,,,,,,,,
optimal control,օպտիմալ կառավարում,,,,,,,,
optimization,օպտիմիզացիա,,,,,,,,
orbit,ուղեծիր,,,,,,,,
order,"կարգ, կարգավորվածություն",,,,,,,,
order of a group,խմբի կարգ,,,,,,,,
order of an element,տարրի կարգ,,,,,,,,
order statistic,կարգային վիճականի,,,,,,,,
ordinary differential equation,սովորական դիֆերենցիալ հավասարում,,,,,,,,
orientable,կողմնորոշելի,,,,,,,,
orientation,կողմնորոշում,,,,,,,,
oriented,կողմնորոշված,,,,,,,,
origin,սկզբնակետ,,,,,,,,
orthocenter,օրթոկենտրոն,,,,,,,,
orthogonal basis,օրթոգոնալ հենք/բազիս,,,,,,,,
orthogonal complement,օրթոգոնալ լրացում,,,,,,,,
orthogonal matrix,օրթոգոնալ մատրից,,,,,,,,
orthonormal basis,օրթոնորմալ հենք/բազիս,,,,,,,,
oscillation,տատանում,,,,,,,,
osculating plane,հպման հարթություն,,,,,,,,
outcome,[տարրական] ելք,,,,,,,,
outer measure,արտաքին չափ,,,,,,,,
pairwise,զույգ առ զույգ,,,,,,,,
parabolic,պարաբոլական,,,,,,,,
parallel,"1․ համուղղված (վեկտորների դեպքում), 2․ զուգահեռ (ուղիղների դեպքում)",,,,,,,,
parallel transport,զուգահեռ տեղափոխություն,,,,,,,,
parallelepiped ,զուգահեռանիստ,,,,,,,,
parallelogram,զուգահեռագիծ,,,,,,,,
Parseval's identity,Պարսևալի նույնություն,,,,,,,,
partial derivative,մասնակի ածանցյալ,,,,,,,,
partial differential equation,մասնակի ածանցյալով [դիֆերենցիալ] հավասարում,,,,,,,,
partial limit,մասնակի սահման,,,,,,,,
partial sum,մասնակի գումար,,,,,,,,
partially ordered,մասնակի կարգավորված,,,,,,,,
particular solution,մասնավոր լուծում,,,,,,,,
partition,տրոհում,,,,,,,,
partition of unity,միավորի տրոհում,,,,,,,,
path,ուղի,,,,,,,,
path independence,ճանապարհից անկախություն,,,,,,,,
path integral,կորով ինտեգրալ,,,,,,,,
path-connected,գծային կապակցված,,,,,,,,
pencil of lines,ուղիղների փունջ,,,,,,,,
perfect number,կատարյալ թիվ,,,,,,,,
perfect set,կատարյալ բազմություն,,,,,,,,
perimeter,պարագիծ,,,,,,,,
period,պարբերություն,,,,,,,,
periodic,պարբերական,,,,,,,,
permutation,"տեղադրություն, երբեմն նաև՝ տեղափոխություն (որևէ կոնկրետ դասավորություն նկատի ունենալիս)",,,,,,,,
perpendicular,"ուղղահայաց, փոխուղղահայաց",,,,,,,,
perpendicular bisector ,միջնուղղահայաց,,,,,,,,
perturbation,խոտորում,,,,,,,,
piecewise constant,կտոր առ կտոր հաստատուն,,,,,,,,
piecewise continuous,կտոր առ կտոր անընդհատ,,,,,,,,
pigeonhole principle,Դիրիխլեի սկզբունք,,,,,,,,
planar graph,հարթ գրաֆ,,,,,,,,
plane curve,հարթ կոր,,,,,,,,
point estimate,կետային գնահատական,,,,,,,,
pointwise convergence,կետային/կետորեն զուգամիտություն,,,,,,,,
Poisson distribution,Պուասոնի բաշխում,,,,,,,,
Poisson kernel,Պուասոնի կորիզ,,,,,,,,
polar,"1․ բևեռագիծ (որպես գոյական), 2․ բևեռային (որպես ածական)",,,,,,,,
pole,բևեռ,,,,,,,,
Polish space,լեհական տարածություն,,,,,,,,
polygon,բազմանկյուն,,,,,,,,
polygonal chain,բեկյալ,,,,,,,,
polynomial,բազմանդամ,,,,,,,,
polynomial ring,բազմանդամային օղակ,,,,,,,,
position vector,շառավիղ-վեկտոր,,,,,,,,
positive definite,դրական որոշյալ,,,,,,,,
positive operator,դրական օպերատոր,,,,,,,,
positive semidefinite,դրական կիսաորոշյալ,,,,,,,,
power function,աստիճանային ֆունկցիա,,,,,,,,
power series,աստիճանային շարք,,,,,,,,
power set,"բոլոր ենթաբազմությունների բազմություն, երբեմն նաև՝ աստիճան բազմություն",,,,,,,,
precompact,նախակոմպակտ,,,,,,,,
predicate,պրեդիկատ,,,,,,,,
preimage,նախապատկեր,,,,,,,,
prime,պարզ,,,,,,,,
prime factorization,վերլուծում պարզ արտադրիչների,,,,,,,,
principal component analysis (PCA),գլխավոր բաղադրիչների վերլուծություն,,,,,,,,
principal ideal,գլխավոր իդեալ,,,,,,,,
principal ideal domain,գլխավոր իդեալների տիրույթ,,,,,,,,
principal ideal ring,գլխավոր իդեալներով օղակ,,,,,,,,
principal part,գլխավոր մաս,,,,,,,,
principal value (p.v.),գլխավոր արժեք,,,,,,,,
prism,"պրիզմա, երբեմն նաև՝ հատվածակողմ",,,,,,,,
probability density function,խտության ֆունկցիա,,,,,,,,
probability density function (pdf),խտության ֆունկցիա,,,,,,,,
probability mass function (pmf),հավանականային ֆունկցիա,,,,,,,,
probability measure,հավանականային չափ,,,,,,,,
probability space,հավանականային տարածություն,,,,,,,,
process,պրոցես,,,,,,,,
product,արտադրյալ,,,,,,,,
product rule,արտադրյալի կանոն,,,,,,,,
product topology,արտադրյալ տոպոլոգիա,,,,,,,,
projection,պրոյեկցիա,,,,,,,,
projective plane,պրոյեկտիվ հարթություն,,,,,,,,
projective space,պրոյեկտիվ տարածություն,,,,,,,,
proper subset,սեփական ենթաբազմություն,,,,,,,,
proposition,"1․ ասույթ (ճիշտ կամ սխալ պնդում), 2․ պնդում, առաջադրություն",,,,,,,,
propositional logic,ասույթների տրամաբանություն,,,,,,,,
pseudodifferential operator,պսևդոդիֆերենցիալ օպերատոր,,,,,,,,
pseudoinverse,պսևդոհակադարձ,,,,,,,,
punctured disk,դակված շրջան,,,,,,,,
pyramid,բուրգ,,,,,,,,
QR decomposition,QR վերլուծություն,,,,,,,,
quadratic form,քառակուսային ձև,,,,,,,,
quadrature formula,քառակուսեցման բանաձև,,,,,,,,
quadrilateral,քառանկյուն,,,,,,,,
quantifier,քվանտոր,,,,,,,,
quasigroup,քվազիխումբ,,,,,,,,
quasilinear,քվազիգծային ,,,,,,,,
quaternion,քվատերնիոն,,,,,,,,
quotient group,"քանորդ խումբ, ֆակտոր խումբ",,,,,,,,
quotient map,քանորդ/ֆակտոր արտապատկերում,,,,,,,,
quotient space,քանորդ/ֆակտոր տարածություն,,,,,,,,
quotient topology,քանորդ/ֆակտոր տոպոլոգիա,,,,,,,,
radial function,կենտրոնասիմետրիկ ֆունկցիա,,,,,,,,
radius,շառավիղ,,,,,,,,
radius of convergence,զուգամիտության շառավիղ,,,,,,,,
random variable,պատահական մեծություն,,,,,,,,
random walk,պատահական թափառում,,,,,,,,
range,"1․ արժեքների տիրույթ (ֆունկցիայի), 2․ պատկեր (գծային ձևափոխության), 3․ միջակայք",,,,,,,,
rank,ռանգ,,,,,,,,
ratio test,Դալամբերի հայտանիշ,,,,,,,,
rational,ռացիոնալ,,,,,,,,
ray,ճառագայթ,,,,,,,,
real analysis,իրական անալիզ,,,,,,,,
real number,իրական թիվ,,,,,,,,
real part,իրական մաս,,,,,,,,
real-valued,իրականարժեք,,,,,,,,
rectangle,ուղղանկյուն,,,,,,,,
rectangular cuboid,ուղղանկյունանիստ,,,,,,,,
rectifiable,ուղղելի,,,,,,,,
recurrence relation,"ռեկուրենտ առնչություն, երբեմն նաև՝ անդրադարձ առնչություն",,,,,,,,
recursion,ռեկուրսիա,,,,,,,,
reduced row echelon form (rref),բերված աստիճանաձև տեսք,,,,,,,,
reflection,արտացոլում,,,,,,,,
reflexive space,ռեֆլեքսիվ տարածություն,,,,,,,,
reflexivity,"ռեֆլեքսիվություն, առինքնություն",,,,,,,,
regular curve,ռեգուլյար կոր,,,,,,,,
regularity,ռեգուլյարություն,,,,,,,,
relation,հարաբերություն,,,,,,,,
relative topology,հարաբերական տոպոլոգիա,,,,,,,,
relatively compact,հարաբերական կոմպակտ,,,,,,,,
remainder,մնացորդ,,,,,,,,
removable singular point,վերացնելի եզակի կետ,,,,,,,,
reparameterization,վերապարամետրացում,,,,,,,,
representation,ներկայացում,,,,,,,,
representation theory,ներկայացումների տեսություն,,,,,,,,
residue,մնացք,,,,,,,,
residue,մնացք,,,,,,,,
residue field,մնացքների դաշտ,,,,,,,,
residue theorem,մնացքների թեորեմ,,,,,,,,
resolvent,ռեզոլվենտ,,,,,,,,
resolvent set,ռեզոլվենտային բազմություն,,,,,,,,
restriction,սահմանափակում,,,,,,,,
rhombus ,շեղանկյուն,,,,,,,,
Riemann hypothesis,Ռիմանի վարկած,,,,,,,,
Riemann integral,Ռիմանի ինտեգրալ,,,,,,,,
Riemann sum,Ռիմանի գումար,,,,,,,,
Riemannian manifold,ռիմանյան բազմաձևություն,,,,,,,,
Riesz representation theorem,Ռիսի ներկայացման թեորեմ,,,,,,,,
right triangle,ուղղանկյուն եռանկյուն,,,,,,,,
right-continuous,աջից անընդհատ,,,,,,,,
ring,օղակ,,,,,,,,
risk function,ռիսկի ֆունկցիա,,,,,,,,
root,արմատ,,,,,,,,
root test,Կոշիի հայտանիշ,,,,,,,,
rotation,պտույտ,,,,,,,,
row echelon form (ref),աստիճանաձև տեսք,,,,,,,,
row space,տողային տարածություն,,,,,,,,
row vector,տող-վեկտոր,,,,,,,,
rules of inference,արտածման կանոններ,,,,,,,,
Russell's paradox,Ռասելի պարադոքս,,,,,,,,
saddle point,թամբի կետ,,,,,,,,
sample,նմուշ,,,,,,,,
sample mean,"նմուշային միջին, էմպիրիկ միջին",,,,,,,,
sample range,նմուշի լայնք,,,,,,,,
sample space,[տարրական] ելքերի բազմություն,,,,,,,,
sampling,նմուշահանում,,,,,,,,
scalar multiplication,"սկալյարով բազմապատկում, թվով բազմապատկում",,,,,,,,
scalar product,սկալյար արտադրյալ,,,,,,,,
secant method,հատողների մեթոդ,,,,,,,,
second fundamental form,"երկրորդ ֆունդամենտալ ձև, երկրորդ քառակուսային ձև",,,,,,,,
section,հատույթ,,,,,,,,
segment bisector,միջնագիծ,,,,,,,,
self-adjoint operator,ինքնահամալուծ օպերատոր,,,,,,,,
self-intersection,ինքնահատում,,,,,,,,
semigroup,կիսախումբ,,,,,,,,
seminorm,կիսանորմ,,,,,,,,
separable differential equation,անջատվող փոփոխականներով դիֆերենցիալ հավասարում,,,,,,,,
separable space,սեպարաբել տարածություն,,,,,,,,
separation axioms,անջատելիության աքսիոմներ,,,,,,,,
sequence,հաջորդականություն,,,,,,,,
sequential,հաջորդականային,,,,,,,,
sequentially,"հաջորդականորեն, երբեմն նաև՝ ըստ Հայնեի",,,,,,,,
sesquilinear form,մեկուկեսգծային ձև,,,,,,,,
set,բազմություն,,,,,,,,
set-theoretic,տեսաբազմական,,,,,,,,
shear transformation,"շեղման ձևափոխություն, սահքի ձևափոխություն",,,,,,,,
sigma-algebra,սիգմա-հանրահաշիվ,,,,,,,,
significance level ,նշանակալիության մակարդակ,,,,,,,,
similar matrices,նման մատրիցներ,,,,,,,,
simple curve,պարզ կոր,,,,,,,,
simple function,պարզ ֆունկցիա,,,,,,,,
simple root,պարզ արմատ,,,,,,,,
simplex,սիմպլեքս,,,,,,,,
simply connected,միակապ,,,,,,,,
singleton,մեկկետանոց [բազմություն],,,,,,,,
singularity / singular point,"եզակիություն, եզակի[ության] կետ",,,,,,,,
skew-symmetric,շեղ-սիմետրիկ,,,,,,,,
slope field,ուղղությունների դաշտ,,,,,,,,
smooth curve,ողորկ կոր,,,,,,,,
smooth function,ողորկ ֆունկցիա,,,,,,,,
smooth manifold,ողորկ բազմաձևություն,,,,,,,,
Sobolev space,Սոբոլևի տարածություն,,,,,,,,
solid [figure],մարմին,,,,,,,,
solvable,լուծելի,,,,,,,,
space curve,տարածական կոր,,,,,,,,
span,գծային թաղանթ,,,,,,,,
spanning subgraph,կմախքային ենթագրաֆ,,,,,,,,
spectral theorem,սպեկտրալ թեորեմ,,,,,,,,
spectrum,սպեկտր,,,,,,,,
sphere,"սֆերա, երբեմն նաև՝ գնդային մակերևույթ",,,,,,,,
splitting field,վերլուծության դաշտ,,,,,,,,
square,քառակուսի,,,,,,,,
square matrix,քառակուսի մատրից,,,,,,,,
stability,կայունություն,,,,,,,,
stable,կայուն,,,,,,,,
standard deviation,ստանդարտ շեղում,,,,,,,,
stationary process,ստացիոնար պրոցես,,,,,,,,
statistical hypothesis,վիճակագրական վարկած,,,,,,,,
step function,աստիճանաձև ֆունկցիա,,,,,,,,
Stieltjes integral,Ստիլտեսի ինտեգրալ,,,,,,,,
stiffness,կոշտություն,,,,,,,,
stochastic differential equation,ստոխաստիկ դիֆերենցիալ հավասարում,,,,,,,,
strictly increasing/decreasing/monotone,խիստ աճող/նվազող/մոնոտոն,,,,,,,,
strong product,ուժեղ արտադրյալ,,,,,,,,
stronger topology,[ավելի] ուժեղ տոպոլոգիա,,,,,,,,
subadditive,կիսաադիտիվ,,,,,,,,
subbase,ենթաբազա,,,,,,,,
subgroup,ենթախումբ,,,,,,,,
sublinear,սուբգծային,,,,,,,,
subsequence,ենթահաջորդականություն,,,,,,,,
subset,ենթաբազմություն,,,,,,,,
subspace,ենթատարածություն,,,,,,,,
successive approximation,հաջորդական մոտարկում,,,,,,,,
sum,գումար,,,,,,,,
summable,հանրագումարելի,,,,,,,,
summand,գումարելի,,,,,,,,
superlinear,սուպերգծային,,,,,,,,
superposition,վերադրում,,,,,,,,
superset [of $A$],"[$A$-ն] պարունակող բազմություն, [$A$-ի] վերբազմություն",,,,,,,,
support,կրիչ,,,,,,,,
supremum,"սուպրեմում, ճշգրիտ վերին եզր",,,,,,,,
surface,մակերևույթ,,,,,,,,
surface integral,մակերևութային ինտեգրալ,,,,,,,,
surface of revolution,պտտման մակերևույթ,,,,,,,,
surjective,սյուրյեկտիվ,,,,,,,,
symmetric difference,սիմետրիկ տարբերություն,,,,,,,,
symmetric matrix,սիմետրիկ մատրից,,,,,,,,
symmetry,"համաչափություն, սիմետրիա",,,,,,,,
symmetry group,սիմետրիկ խումբ,,,,,,,,
system,համակարգ,,,,,,,,
system of linear equations,գծային հավասարումների համակարգ,,,,,,,,
tail of a series,"շարքի պոչ, երբեմն նաև՝ մնացորդային անդամ",,,,,,,,
tangent,շոշափող,,,,,,,,
tangent plane,շոշափող հարթություն,,,,,,,,
tangent space,շոշափող տարածություն,,,,,,,,
Taylor polynomial,Թեյլորի բազմանդամ,,,,,,,,
Taylor series,Թեյլորի շարք,,,,,,,,
telescoping series,տելեսկոպիկ շարք,,,,,,,,
tensor,թենզոր,,,,,,,,
tensor calculus,թենզորական հաշիվ,,,,,,,,
test function,փորձնական ֆունկցիա,,,,,,,,
tetrahedron,քառանիստ,,,,,,,,
theorem,թեորեմ,,,,,,,,
time-dependent,ժամանակից կախված,,,,,,,,
time-independent,ժամանակից անկախ,,,,,,,,
topological group,տոպոլոգիական խումբ,,,,,,,,
topological manifold,տոպոլոգիական բազմաձևություն,,,,,,,,
topological space,տոպոլոգիական տարածություն,,,,,,,,
topological vector space,"տոպոլոգիական վեկտորական տարածություն, երբեմն նաև՝ գծային տոպոլոգիական տարածություն",,,,,,,,
topology,տոպոլոգիա,,,,,,,,
torsion ,ոլորում,,,,,,,,
torsion-free,առանց ոլորման,,,,,,,,
torus,տոր,,,,,,,,
total derivative,լրիվ դիֆերենցիալ,,,,,,,,
total probability,լրիվ հավանականություն,,,,,,,,
total variation,լրիվ վարիացիա,,,,,,,,
totally bounded,լիովին սահմանափակ,,,,,,,,
totally ordered,գծորեն կարգավորված,,,,,,,,
trace,հետք,,,,,,,,
transcendental number,տրանսցենդենտ թիվ,,,,,,,,
transition matrix,անցման մատրից,,,,,,,,
transitivity,փոխանցականություն,,,,,,,,
translation,"տեղաշարժ, զուգահեռ տեղափոխություն",,,,,,,,
translation invariant,տեղաշարժի նկատմամբ ինվարիանտ,,,,,,,,
translation operator,տեղաշարժի օպերատոր ,,,,,,,,
transpose,"տրանսպոնացում, շրջում",,,,,,,,
transposition,դիրքափոխություն,,,,,,,,
trapezoid / trapezium,սեղան,,,,,,,,
tree,ծառ,,,,,,,,
triangle,եռանկյուն,,,,,,,,
triangle inequality,եռանկյան անհավասարություն,,,,,,,,
tridiagonal matrix,երեքանկյունագծային մատրից,,,,,,,,
trigonometric function,եռանկյունաչափական ֆունկցիա,,,,,,,,
trigonometric polynomial,եռանկյունաչափական բազմանդամ,,,,,,,,
triple product,խառը արտադրյալ,,,,,,,,
truncated cylinder,հատած գլան,,,,,,,,
truth table,ճշմարտության աղյուսակ,,,,,,,,
two-sheeted,"1․ երկթերթ (ծածկոց), 2․ երկխոռոչ (հիպերբոլոիդ)",,,,,,,,
unbiased estimator,անշեղ գնահատական,,,,,,,,
unbounded operator,անսահմանափակ օպերատոր,,,,,,,,
uncertainty principle,անորոշության սկզբունք,,,,,,,,
uncountable,անհաշվելի,,,,,,,,
uniform continuity,հավասարաչափ անընդհատություն,,,,,,,,
uniform convergence,հավասարաչափ զուգամիտություն,,,,,,,,
uniform distribution,հավասարաչափ բաշխում,,,,,,,,
uniformly bounded,հավասարաչափ սահմանափակ,,,,,,,,
uniformly continuous,հավասարաչափ անընդհատ,,,,,,,,
uniformly distributed,հավասարաչափ բաշխված,,,,,,,,
union,միավորում,,,,,,,,
unique factorization,միակ վերլուծություն,,,,,,,,
unique factorization domain,"ֆակտորիալ օղակ, միակ վերլուծության տիրույթ",,,,,,,,
uniquely determined,միարժեքորեն որոշված,,,,,,,,
uniqueness ,միակություն,,,,,,,,
unit,միավոր,,,,,,,,
unit matrix,միավոր մատրից,,,,,,,,
unit-speed parametrization,բնական պարամետրացում,,,,,,,,
unital algebra ,միավորով հանրահաշիվ,,,,,,,,
unitary,ունիտար,,,,,,,,
up to isomorphism/rotation/...,իզոմորֆիզմի/պտույտի/․․․ ճշտությամբ,,,,,,,,
up to the boundary,ընդհուպ մինչև եզրը,,,,,,,,
upper bound,վերին եզր,,,,,,,,
upper semicontinuous,վերևից կիսաանընդհատ,,,,,,,,
upper triangular matrix,վերին եռանկյունաձև մատրից,,,,,,,,
